Country Name,Country Code,Indicator Name,Indicator Code,2017,2018,2019,2020,2021
Oriente Medio y Norte de África (BIRF y la AIF),TMN,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Tonga,TON,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,"560569916,1","605250119,2","602224402,3","707496412,9",
Asia meridional (BIRF y la AIF),TSA,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
África al sur del Sahara (BIRF y la AIF),TSS,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Trinidad y Tobago,TTO,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,1.06E+11,1.07E+11,1.10E+11,1.18E+11,
Túnez,TUN,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,71067241200,76122916300,84456534600,93155090268,
Turquía,TUR,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,1.69E+12,2.00E+12,2.54E+12,3.41E+12,
Tuvalu,TUV,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Tanzanía,TZA,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,2.47E+13,2.58E+13,2.83E+13,2.99E+13,
Uganda,UGA,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,2.16E+13,2.34E+13,2.71E+13,3.18E+13,
Ucrania,UKR,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,1.21E+12,1.28E+12,1.44E+12,1.85E+12,
Ingreso mediano alto,UMC,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Uruguay,URY,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,8.25E+11,9.23E+11,1.07E+12,1.33E+12,
Estados Unidos,USA,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,1.76E+13,1.83E+13,1.99E+13,2.33E+13,
Uzbekistán,UZB,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,7.08E+13,8.02E+13,9.13E+13,1.08E+14,
San Vicente y las Granadinas,VCT,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,1648260000,1668682415,1758813340,1643467314,
Venezuela,VEN,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Islas Vírgenes Británicas,VGB,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Islas Vírgenes (EE.UU.),VIR,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Viet Nam,VNM,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,7.77E+20,8.76E+20,9.95E+20,1.13E+21,
Vanuatu,VUT,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,78660690285,88955523521,95102448978,94570772577,
Mundo,WLD,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Samoa,WSM,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,1092088000,1187743000,1242865000,1309902000,
Kosovo,XKX,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,2811619011,3037831977,3419716401,3943475423,
"Yemen, Rep. del",YEM,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Sudáfrica,ZAF,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,3.36E+12,3.55E+12,3.76E+12,4.12E+12,
Zambia,ZMB,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,54084937883,62997058168,70900180663,1.04E+11,
Zimbabwe,ZWE,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,7817278646,10009905269,35018179945,2.05E+11,
